,gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
23400,00-0040075,LaJohntay Wester,LaJohntay,LaJohntay,Wester,L.Wester,LaJohntay,,WES648867,58408.0,WestLa01,123616.0,12563.0,4690143.0,32005745-5364-8867-8fe0-c66a8116df17,2002-03-29,WR,WR,WR,WR,69.0,180.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t6cyhtqoihm88xppswud",Colorado; Florida Atlantic,Big Twelve Conference,10.0,2025,2026,BAL,ACT,ACT,Active,2,WR,A,2025.0,6.0,203.0,BAL
23401,00-0032827,Leonard Wester,Leonard,Leonard,Wester,L.Wester,Leonard,,WES649707,43894.0,WestLe00,10944.0,5041.0,4002060.0,32005745-5364-9707-53ad-f39079d60afd,1993-01-03,OL,OT,,,78.0,305.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xqoisiggov46tdd9hand",Missouri Western,,61.0,2016,2018,TB,ACT,UFA,,3,T,,,,,
23402,00-0033039,Christian Westerman,Christian,Christian,Westerman,C.Westerman,Christian,,WES652137,43450.0,WestCh02,10795.0,4874.0,2574570.0,32005745-5365-2137-e016-f92bceb84632,1993-02-23,OL,G,,,75.0,305.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/epy5hy4zlnbowzynj1kf",Arizona State; Auburn,,63.0,2016,2018,CIN,ACT,CUT,,3,G,,2016.0,5.0,161.0,CIN
23403,00-0026662,Jamaal Westerman,Jamaal,Jamaal,Westerman,,,,WES656246,,WestJa99,5305.0,2650.0,13025.0,32005745-5365-6246-dc99-3b4bc0f0139c,1985-02-21,LB,LB,,,75.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lqpbv8mkbjcgbdn7p122",Rutgers,,44.0,2009,2013,PIT,ACT,,,5,ED,,,,,
23404,00-0020357,Eric Westmoreland,Eric,Eric,Westmoreland,,,,WES717858,26291.0,WestEr20,,,2621.0,32005745-5371-7858-9509-4a9ceb9498d9,1977-03-11,LB,LB,,,72.0,233.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/paudtksja3kvje4hwaby",Tennessee,,56.0,2001,2004,CLE,ACT,,,4,,,2001.0,3.0,73.0,JAX
23479,WHI167976,Dwight White,Dwight,Dwight,White,,,,WHI167976,,WhitDw00,,,,32005748-4916-7976-1574-a1134413f3fb,1949-07-30,DL,DE,,,76.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdhqozlnyqcepmve6mh9",Texas A&M-Commerce,,0.0,1974,1980,PIT,ACT,,,10,,,,,,
23407,WES747522,Jeff Weston,Jeff,Jeffrey,Weston,,,,WES747522,,WestJe21,,,,32005745-5374-7522-540d-890f1ecc16c0,1956-04-10,OL,OT,,,77.0,259.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bgw86jvwsvvhauxyphyb",Notre Dame,,0.0,1979,1982,NYG,ACT,,,4,,,1979.0,9.0,244.0,MIA
23412,00-0041397,Kaden Wetjen,Kaden,Kaden,Wetjen,K.Wetjen,Kaden,,WET055619,62743.0,WetjKa00,156448.0,13265.0,5081338.0,32005745-5405-5619-dc8c-041c289be4c2,2002-03-09,WR,WR,WR,WR,69.0,196.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s44clgjdvd1tuslyqimk",Iowa; Iowa Western CC,Big Ten Conference,10.0,2026,2026,PIT,ACT,ACT,Active,0,WR,A,2026.0,4.0,121.0,PIT
23413,00-0017480,Ryan Wetnight,Ryan,Ryan,Wetnight,,,,WET111238,,WetnRy00,,,504.0,32005745-5411-1238-1077-dd13c11ff972,1970-11-05,TE,TE,,,74.0,230.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jsrsnno7agpxs7eu3ofr",Stanford; Fresno City College,,83.0,1993,2000,GB,ACT,,,8,,,,,,
23414,00-0029762,John Wetzel,John,John,Wetzel,J.Wetzel,John,,WET576319,40215.0,WetzJo00,8088.0,2692.0,16247.0,32005745-5457-6319-3cfd-6002e91603d1,1991-07-18,OL,G,OL,TE,79.0,328.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iroenzqrxpeo99le0gxn",Boston College,Atlantic Coast Conference,75.0,2013,2020,ATL,ACT,UFA,Active,5,T,,,,,
23415,WET711924,Ron Wetzel,Ron,Ronald,Wetzel,,,,WET711924,,WetzRo20,,,,32005745-5471-1924-1684-1bfdb6888aff,1960-11-10,TE,TE,,,77.0,242.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nobavhdpkuxzlkpwsfon",Arizona State,,0.0,1983,1983,KC,ACT,,,0,,,1983.0,4.0,92.0,KC
23416,WET723174,Marty Wetzel,Marty,William,Wetzel,,,,WET723174,,WetzMa20,,,,32005745-5472-3174-8bc2-9869f3e027a1,1958-01-29,LB,LB,,,75.0,235.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uuk6jvurbvbipplxsawg",Tulane,,0.0,1981,1981,NYJ,ACT,,,0,,,1981.0,10.0,251.0,NYJ
23418,00-0019569,James Whalen,James,James,Whalen,,,,WHA113029,25467.0,WhalJa00,,,2288.0,32005748-4111-3029-c6c6-5c5d5b234260,1977-12-11,TE,TE,,,74.0,244.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pepbek9pnjjeh87m311m",Kentucky; Shasta College,,81.0,2000,2003,DAL,ACT,,,4,,,2000.0,5.0,157.0,TB
23419,00-0028105,Ryan Whalen,Ryan,Ryan,Whalen,R.Whalen,Ryan,,WHA262526,37242.0,WhalRy00,6319.0,201.0,14131.0,32005748-4126-2526-a83d-c6c09c6cbb8e,1989-07-26,WR,WR,WR,SLOT_WR,73.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/peqdt4eegmxndorksfte",Stanford,Pacific Twelve Conference,88.0,2011,2013,CIN,ACT,CUT,Active,3,WR,,2011.0,6.0,167.0,CIN
23421,00-0022214,Travelle Wharton,Travelle,Glenn,Wharton,,,,WHA582770,29047.0,WharTr20,1815.0,206.0,5619.0,32005748-4158-2770-dfc2-b3b06fe7a6ab,1981-05-19,OL,G,,,76.0,315.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eaumam1hwez0pt9k0ho6",South Carolina,,70.0,2004,2013,CAR,ACT,,,10,G,,2004.0,3.0,94.0,CAR
23424,00-0038742,Tyrus Wheat,Tyrus,Tyrus,Wheat,T.Wheat,Tyrus,,WHE034607,56461.0,WheaTy02,124191.0,11410.0,4689333.0,32005748-4503-4607-6d7b-0ec04985eabf,1999-12-08,LB,LB,DL,EDGE,74.0,260.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/krmcu6sltcvyy6ddisn7",Mississippi State,Southeastern Conference,59.0,2023,2026,DAL,ACT,ACT,Active,4,ED,A,,,,
23425,00-0017485,Warren Wheat,Warren,Warren,Wheat,,,,WHE069215,,WheaWa20,,,,32005748-4506-9215-f0a0-4b03cd8672a0,1967-05-13,OL,G,,,78.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7qyr1snxpssiwvyudyk",BYU,,0.0,1989,1991,SEA,ACT,,,2,,,1989.0,8.0,215.0,LA
23426,00-0019589,Austin Wheatley,Austin,Austin,Wheatley,,,,WHE075590,25468.0,WheaAu20,,,,32005748-4507-5590-252b-c3fd0837dbf0,1977-11-16,TE,TE,,,75.0,254.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vemxdzpbmexm7gk84le0",Iowa,,84.0,2000,2000,NO,ACT,,,0,,,2000.0,5.0,158.0,NO
23411,00-0035422,Chris Westry,Chris,Chris,Westry,C.Westry,Chris,,WES810458,48565.0,WestCh03,49401.0,8460.0,3915255.0,32005745-5381-0458-d5b1-07a8142aecc6,1997-07-10,DB,CB,DB,CB,76.0,197.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iqfuy2ts0tq9uef9zmkq",Kentucky,Southeastern Conference,30.0,2019,2021,BAL,ACT,CUT,Waivers/No Rec.,2,CB,A,,,,
21676,00-0036306,Daniel Thomas,Daniel,Daniel,Thomas,D.Thomas,Daniel,,THO091876,52565.0,ThomDa07,42544.0,8897.0,4035505.0,32005448-4f09-1876-a61f-71eebb43a299,1998-07-01,DB,SAF,DB,HIGH_SAFETY,70.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbw8gam5wiinqegq213p",Auburn,Southeastern Conference,24.0,2020,2026,CLE,ACT,ACT,Active,7,S,A,2020.0,5.0,157.0,JAX
23684,00-0017697,Terrence Wilkins,Terrence,Terrence,Wilkins,,,,WIL096122,,WilkTe00,,,2056.0,32005749-4c09-6122-b9a2-86e56cc1d546,1975-07-29,WR,WR,,,70.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pak7fhp34hbccl4wtgc7",Virginia,,10.0,1999,2006,IND,ACT,,,6,,,,,,
23688,WIL100161,Jerry Wilkinson,Jerry,Gerald,Wilkinson,,,,WIL100161,,WilkJe20,,,,32005749-4c10-0161-d026-da22530c6d86,1956-02-27,DL,DE,,,81.0,248.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgzztohgjb4xpmkvws2q",Oregon State,,0.0,1979,1980,SF,ACT,,,2,,,1979.0,4.0,108.0,LA
23935,00-0017867,Lee Williams,Lee,Lee,Williams,,,,WIL423261,,WillLe01,,,6887.0,32005749-4c42-3261-c7cd-fa8606a77695,1962-10-15,DL,DT,,,78.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tryzqtfno5aluxcxdquf",Bethune-Cookman College,,0.0,1984,1993,HOU,ACT,,,10,,,1984.0,1.0,6.0,LAC
23937,00-0024325,Leon Williams,Leon,Leon,Williams,,,,WIL426330,30924.0,WillLe20,3055.0,,9696.0,32005749-4c42-6330-5ad3-c19dbf2c44c4,1983-07-30,LB,LB,,,75.0,248.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hhkalpixkxw4rlfxwamg",Miami,,57.0,2006,2012,KC,ACT,,,5,,,2006.0,4.0,110.0,CLE
23938,00-0031933,Leonard Williams,Leonard,Leonard,Williams,L.Williams,Leonard,,WIL426411,42349.0,WillLe02,9439.0,3854.0,2971622.0,32005749-4c42-6411-1ceb-16f4ceb749d0,1994-06-20,DL,DE,DL,INTERIOR_LINE,77.0,310.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhaogtinjeyrwbjsvbl4",USC,Pacific Twelve Conference,99.0,2015,2026,SEA,ACT,ACT,Active,12,DI,A,2015.0,1.0,6.0,NYJ
23939,WIL426492,Leonard Williams,Leonard,Leonard,Williams,,,,WIL426492,,WillLe21,,,,32005749-4c42-6492-56cf-a8034a7a28b3,1960-06-27,RB,RB,,,72.0,205.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rafzjjwvahtleql34szq",Western Carolina,,0.0,1987,1987,BUF,ACT,,,1,,,,,,
23940,WIL429723,Lester Williams,Lester,Lester,Williams,,,,WIL429723,,WillLe22,,,,32005749-4c42-9723-6ade-e9001e779b7f,1959-01-19,DL,NT,,,75.0,275.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qh8zic9snx9gkfkwutwj",Miami,,0.0,1982,1987,SEA,ACT,,,6,,,1982.0,1.0,27.0,NE
23943,00-0020393,Louis Williams,Louis,Louis,Williams,,,,WIL430227,26431.0,WillLo20,,,,32005749-4c43-0227-43c4-b687a8c4ba91,1979-04-11,OL,C,,,76.0,291.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nleubkchfesikjgttjls",LSU,,66.0,2001,2002,CAR,ACT,,,2,,,2001.0,7.0,211.0,CAR
23944,00-0022842,Madieu Williams,Madieu,Madieu,Williams,,,,WIL430429,29009.0,WillMa20,1777.0,1449.0,5581.0,32005749-4c43-0429-d24e-51c621e244c8,1981-10-18,DB,FS,,,73.0,209.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wmfkqv3ztbgcsj2xutqg",Maryland,,41.0,2004,2012,WAS,ACT,,,9,S,,2004.0,2.0,56.0,CIN
23945,00-0028157,Malcolm Williams,Malcolm,Malcolm,Williams,,,,WIL430486,37294.0,WillMa01,6371.0,6859.0,14203.0,32005749-4c43-0486-c664-2a7342039050,1987-11-22,DB,DB,,,71.0,205.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xu8tlscturxssuywcczc",TCU; Trinity Valley CC,,41.0,2011,2012,NE,ACT,,,1,,,2011.0,7.0,219.0,NE
23947,00-0031151,Marcus Williams,Marcus,Marcus,Williams,M.Williams,Marcus,,WIL430732,41968.0,WillMa03,9115.0,3385.0,2508192.0,32005749-4c43-0732-67f3-d27b66723649,1991-03-24,DB,DB,DB,CB,71.0,196.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sccvxg0jlpslahqpuvgb",North Dakota State,Missouri Valley Football Conference,31.0,2014,2018,CHI,ACT,ACT,Active,5,CB,,,,,
23949,00-0023750,Mario Williams,Mario,Mario,Williams,,Mario,,WIL431243,30815.0,WillMa22,2946.0,246.0,9587.0,32005749-4c43-1243-49b1-7c19f0ddaeaf,1985-01-31,DL,DE,,,78.0,300.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rkr8vhlxprfgajyaqe0x",N.C. State,Atlantic Coast Conference,94.0,2006,2016,MIA,ACT,ACT,Active,11,ED,,2006.0,1.0,1.0,HOU
23950,00-0017875,Mark Williams,Mark,Mark,Williams,,,,WIL431338,,WillMa23,,,7734.0,32005749-4c43-1338-80ab-e3b7e2e21cdc,1971-05-17,LB,LB,,,75.0,243.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cuwhxvvgvdhmx2jiubny",Ohio State,,58.0,1994,1996,TB,ACT,,,3,,,,,,
23951,00-0033796,Marquez Williams,Marquez,Marquez,Williams,M.Williams,Marquez,,WIL431851,45053.0,WillMa09,11995.0,5826.0,2985288.0,32005749-4c43-1851-749d-8a99136fb391,1994-07-16,RB,FB,,,71.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djpqgwvw0xzixqzz6b4l",Miami; Mars Hill,,42.0,2017,2017,CLE,ACT,CUT,,0,FB,,2017.0,7.0,240.0,JAX
23953,WIL432954,Marvin Williams,Marvin,Marvin,Williams,,,,WIL432954,,,,,,32005749-4c43-2954-1c93-66be5871bf70,1963-10-11,TE,TE,,,75.0,233.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bawmzphq4f1k5gcqrf4u",California State-Fullerton; College of Marin,,0.0,1987,1987,WAS,ACT,,,0,,,,,,
23956,00-0031558,Maxx Williams,Maxx,Maxx,Williams,M.Williams,Maxx,,WIL436992,42398.0,WillMa04,9488.0,3903.0,2970726.0,32005749-4c43-6992-2dfb-9b194082fb36,1994-04-12,TE,TE,,,76.0,252.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p0j7ax3rqhrzn5nvmc06",Minnesota,Big Ten Conference,87.0,2015,2022,ARI,ACT,U01,R/UFA,8,TE,A,2015.0,2.0,55.0,BAL
23957,00-0017803,Gerome Williams,Gerome,Meltrix,Williams,,,,WIL437800,,WillGe24,,,8201.0,32005749-4c43-7800-398b-7a9951ec5b5c,1973-07-09,DB,DB,,,74.0,210.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aecbsy8x60b5jnezkrlh",Houston,,23.0,1997,1998,LAC,ACT,,,2,,,,,,
23960,00-0017890,Mike Williams,Mike,Michael,Williams,,,,WIL444262,,WillMi00,,,7240.0,32005749-4c44-4262-c3b2-47759621f138,1966-10-09,WR,WR,,,70.0,183.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yj8igpzrmxrbs12g8ec1","Northeastern University, Mass",,0.0,1989,1995,MIA,ACT,,,4,,,1989.0,10.0,269.0,LA
23964,00-0030073,Duke Williams,Duke,Michael,Williams,,Duke,,WIL438575,40053.0,WillDu00,7887.0,2279.0,15884.0,32005749-4c43-8575-ce2a-0e454dbcf4d7,1990-10-15,DB,S,,,71.0,201.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njjjb3opr1hkpzswdz7y",Nevada,Mountain West Conference,31.0,2013,2016,IND,ACT,ACT,Active,4,S,,2013.0,4.0,105.0,BUF
23967,WIL439416,Mike Williams,Mike,Michael,Williams,,,,WIL439416,,WillMi21,,,,32005749-4c43-9416-6f1d-e2c06592164d,1959-08-27,TE,TE,,,76.0,249.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqeyyxaowdy1nbmbxotw",Alabama A&M,,0.0,1982,1984,WAS,ACT,,,3,,,1982.0,5.0,133.0,WAS
23968,WIL439791,Michael Williams,Michael,Michael,Williams,,,,WIL439791,,WillMi01,,,,32005749-4c43-9791-456d-639286f2f9f0,1961-07-16,RB,RB,,,74.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gwdrk7iqroxvf88o2vzl",Mississippi College; Booneville JC (MS),,0.0,1983,1987,ATL,ACT,,,3,,,1983.0,4.0,89.0,PHI
23969,WIL442647,Mike Williams,Mike,Michael,Williams,,,,WIL442647,,WillMi02,,,,32005749-4c44-2647-69aa-8644396db60b,1957-10-14,RB,FB,,,75.0,222.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pzmuocw3yzgbqftjccam",New Mexico,,0.0,1979,1981,KC,ACT,,,3,,,1979.0,8.0,195.0,KC
23970,WIL453955,Mike Williams,Mike,Mikell,Williams,,,,WIL453955,,WillMi23,,,,32005749-4c45-3955-f9fb-33e798056cb5,1953-11-22,DB,DB,,,70.0,181.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ckvfjoahwflg8sfvtmaq",LSU,,0.0,1975,1983,LA,ACT,,,9,,,1975.0,1.0,22.0,LAC
23971,00-0036916,Milton Williams,Milton,Milton,Williams,M.Williams,Milton,,WIL454157,53502.0,WillMi08,56682.0,9537.0,4239699.0,32005749-4c45-4157-cbf6-f99ade2bc77d,1999-04-06,DL,DT,DL,INTERIOR_LINE,75.0,290.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z9vmyi95sty3i0u6uwld",Louisiana Tech,Conference USA,97.0,2021,2026,NE,ACT,ACT,Active,6,DI,A,2021.0,3.0,73.0,PHI
23973,WIL455571,Newton Williams,Newton,Newton,Williams,,,,WIL455571,,WillNe20,,,,32005749-4c45-5571-1ac4-2510d5af523a,1959-05-10,RB,RB,,,70.0,204.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhyzxfna2x4nd6yr1opr",Arizona State,,0.0,1982,1983,BAL,ACT,,,2,,,1982.0,5.0,139.0,SF
23933,00-0017865,Larry Williams,Larry,Lawrence,Williams,,,,WIL420030,,WillLa21,,,3059734.0,32005749-4c42-0030-c6d0-406ed8ff2567,1963-07-03,OL,G,,,77.0,269.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m6mvwbdyhlp9m71rkkr0",Notre Dame,,0.0,1986,1992,NE,ACT,,,5,,,1985.0,10.0,259.0,CLE
23974,00-0030500,Nick Williams,Nick,Nicholas,Williams,N.Williams,Nicholas,,WIL456378,40171.0,WillNi01,8006.0,2368.0,2317118.0,32005749-4c45-6378-ed53-e94268480b5b,1990-02-21,DL,DT,DL,INTERIOR_LINE,76.0,310.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lphbl2t0w052unkblknq",Samford,Southern Conference,95.0,2013,2023,LAC,ACT,CUT,Active,9,DI,A,2013.0,7.0,223.0,PIT
23929,00-0037840,Kyren Williams,Kyren,Kyren,Williams,K.Williams,Kyren,,WIL415359,54629.0,WillKy02,97118.0,10209.0,4430737.0,32005749-4c41-5359-809b-caeaa1db84d0,2000-08-26,RB,RB,RB,RB,69.0,207.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xti3pek6rmojqchakxpy",Notre Dame,Independent,23.0,2022,2026,LA,ACT,ACT,Active,5,HB,A,2022.0,5.0,164.0,LA
23925,00-0024348,Kyle Williams,Kyle,Kyle,Williams,K.Williams,Kyle,,WIL415284,30949.0,WillKy20,3079.0,1810.0,9720.0,32005749-4c41-5284-55d9-a6ab08368f54,1983-06-10,DL,DT,DL,INTERIOR_LINE,73.0,303.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az6qa28sbmxfklqs9waz",LSU,Southeastern Conference,95.0,2006,2018,BUF,ACT,ACT,Active,13,DI,,2006.0,5.0,134.0,BUF
23888,00-0017842,John L. Williams,John L.,John,Williams,,,,WIL381258,,,,,6473.0,32005749-4c38-1258-8e39-e7e683983cc2,1964-11-23,RB,FB,,,71.0,231.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/koedkzci6zjotha0kykk",Florida,,0.0,1986,1995,PIT,ACT,,,10,,,,,,
23889,00-0040023,John Williams,John,John,Williams,J.Williams,John,,WIL373988,58455.0,WillJo11,123585.0,12610.0,2312707.0,32005749-4c37-3988-fe19-1fab722959ac,2002-01-17,OL,G,OL,G,76.0,322.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s7uyk7rapujxri5eet9e",Cincinnati,Big Twelve Conference,73.0,2025,2026,GB,ACT,ACT,Active,2,,,2025.0,7.0,250.0,GB
23890,WIL374796,John Williams,John,John,Williams,,,,WIL374796,,WillJo27,,,,32005749-4c37-4796-e988-1660d9f8f613,1960-10-26,RB,RB,,,71.0,213.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/saukj5ilpts1kty5rfnl",Wisconsin,,0.0,1985,1987,IND,ACT,,,3,,,,,,
23891,WIL384489,John Williams,John,John,Williams,,,,WIL384489,,,,,,32005749-4c38-4489-1496-4576ab4a6cf2,1945-10-27,OL,G,,,75.0,256.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tojd5c1ld9dk4dyov9ov",Minnesota,,0.0,1974,1979,LA,ACT,,,12,,,,,,
23896,WIL384560,Jon Williams,Jon,Jonathan,Williams,,,,WIL384560,,WillJo29,,,,32005749-4c38-4560-631d-dd89a67d2d29,1961-06-01,RB,RB,,,69.0,205.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lpyuu4mts4kqetb9hyje",Penn State,,0.0,1984,1984,NE,ACT,,,0,,,1984.0,3.0,70.0,NE
23899,WIL384570,Joe Williams,Joe,Joseph,Williams,,,,WIL384570,,WillJo22,,,,32005749-4c38-4570-f37d-ffb5b4b0bac1,1965-03-05,LB,LB,,,76.0,237.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/flns0pj4mobel5qwhcwg",Grambling State,,0.0,1987,1987,PIT,ACT,,,0,,,,,,
23900,00-0019529,Josh Williams,Josh,Josh,Williams,,,,WIL384579,25432.0,WillJo30,,,2253.0,32005749-4c38-4579-936c-d006d4470f16,1976-08-09,DL,DT,,,75.0,285.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ndslgpoo0wn6ahfxwl9j",Michigan,,96.0,2000,2005,IND,ACT,,,6,,,2000.0,4.0,122.0,IND
23904,00-0026617,Julius Williams,Julius,Julius,Williams,,,,WIL384580,,WillJu00,,,12857.0,32005749-4c38-4580-5667-0a9e47588629,1986-07-19,DL,DE,,,74.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xl0vncummnhcybtjrjfy",Connecticut,,90.0,2009,2009,JAX,ACT,,,0,,,,,,
23906,00-0017847,Karl Williams,Karl,Karl,Williams,,,,WIL384583,,WillKa00,,,1123.0,32005749-4c38-4583-a019-20aa25b607ba,1971-04-10,WR,WR,,,71.0,182.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fxxpdof3sotnhaan83yo",Texas A&M University-Kingsville,,86.0,1996,2004,ARI,ACT,,,9,,,,,,
23909,00-0040534,Ke'Shawn Williams,Ke'Shawn,Ke'Shawn,Williams,K.Williams,Ke'Shawn,,WIL407296,58980.0,WillKe08,123406.0,12968.0,4570738.0,32005749-4c40-7296-6bce-9c2f6d6e52e9,2001-12-27,WR,WR,WR,SLOT_WR,69.0,189.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r7enwgccqv93feuoeurz",Indiana; Wake Forest,Big Ten Conference,12.0,2025,2026,CIN,ACT,ACT,Active,2,WR,A,,,,
23910,00-0027214,Keiland Williams,Keiland,Keiland,Williams,,,,WIL384587,,WillKe03,5794.0,1442.0,13727.0,32005749-4c38-4587-e57c-6c03541b6b40,1986-08-14,RB,RB,,,71.0,230.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmechfoczmpfcyafabao",LSU,,25.0,2010,2012,WAS,ACT,,,3,HB,,,,,
23911,00-0028134,Keith Williams,Keith,Keith,Williams,,,,WIL384589,37271.0,WillKe04,6348.0,238.0,14206.0,32005749-4c38-4589-cb28-5a7ec2a986b5,1988-04-08,OL,G,,,77.0,330.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f4bleo5nlfketek0pz88",Nebraska,,68.0,2011,2012,BUF,ACT,,,1,,,2011.0,6.0,196.0,PIT
23912,WIL403875,Keith Williams,Keith,Keith,Williams,,,,WIL403875,,WillKe01,,,,32005749-4c40-3875-c0f4-f4129f363a0a,1964-09-30,RB,RB,,,70.0,173.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/plddw6atuiffrrytnbaw",Missouri State,,0.0,1986,1986,ATL,ACT,,,0,,,1986.0,6.0,159.0,ATL
23913,WIL407106,Kendall Williams,Kendall,Kendall,Williams,,,,WIL407106,,WillKe21,,,,32005749-4c40-7106-a5ee-4bff32fb60b0,1959-02-07,DB,CB,,,69.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lm5tbobbanzazx5maexl",Arizona State; Long Beach City College,,0.0,1983,1983,BAL,ACT,,,1,,,,,,
23914,00-0032059,P.J. Williams,P.J.,Kenneth,Williams,P.Williams,P.J.,,WIL407276,42421.0,WillP.00,9511.0,3926.0,2977661.0,32005749-4c40-7276-4dee-b3c381ade0e9,1993-06-01,DB,S,,,72.0,196.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owfturrb6icqusmtrncf",Florida State,Atlantic Coast Conference,26.0,2015,2022,NO,ACT,U01,R/UFA,8,S,A,2015.0,3.0,78.0,NO
23915,00-0030117,Kerwynn Williams,Kerwynn,Kerwynn,Williams,K.Williams,Kerwynn,,WIL407286,40178.0,WillKe05,8013.0,1862.0,16024.0,32005749-4c40-7286-e05a-a3006220a7c3,1991-06-09,RB,RB,,,68.0,198.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g8b72moacoymckyvl0ig",Utah State,,33.0,2013,2017,ARI,ACT,CUT,,4,HB,,2013.0,7.0,230.0,IND
23916,00-0017846,K.D. Williams,K.D.,Kevin,Williams,,,,WIL407749,,WillK.20,,,2014.0,32005749-4c40-7749-107b-543b9e5d0561,1973-04-22,LB,LB,,,72.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fsntgjeyza1t8lgfk5q8",Henderson State University; Arizona Western,,50.0,1999,2001,GB,ACT,,,3,,,,,,
23917,00-0017860,Kevin R. Williams,Kevin R.,Kevin,Williams,,,,WIL414375,,,,,384.0,32005749-4c41-4375-2104-a75a0967b223,1971-01-25,WR,WR,,,69.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jruzmkaocqtyvynvs2rv",Miami,,82.0,1993,2000,SF,ACT,,,8,,,,,,
